feature,timepoint,tp_x,wt_mean,wt_sem,ko_mean,ko_sem,cohens_d,pval,n_wt,n_ko,scenario,pval_fdr,sig
wake_bp_delta,3m,3,0.4478178494115847,0.07721066084509107,0.6119171916311467,0.12450724067585074,0.5280194444958306,0.37722461666745344,9,9,A_animal,1.0,ns
wake_bp_theta,3m,3,0.10797628780418173,0.020824389676617972,0.1572382599242167,0.035181032262930366,0.5680289906998139,0.21637300805763748,9,9,A_animal,1.0,ns
wake_bp_alpha,3m,3,0.05318793905547279,0.010958961086313793,0.08398566737323189,0.026497728986837932,0.5063096043399404,0.47992869214595724,9,9,A_animal,1.0,ns
wake_bp_beta,3m,3,0.06166388565018981,0.013491469213665426,0.10124303995102613,0.040183016470897455,0.44017272163110627,0.6588432549492806,9,9,A_animal,1.0,ns
wake_bp_gamma,3m,3,0.03901962058782317,0.00935890170183267,0.05351059321569819,0.01887681405789191,0.32421818600367197,0.9296365245070707,9,9,A_animal,1.0,ns
wake_rbp_delta,3m,3,0.4896375883629828,0.041515163483735955,0.4956520648088202,0.02162547607171048,0.06056943622272634,1.0,9,9,A_animal,1.0,ns
wake_rbp_theta,3m,3,0.1942555006373789,0.008429584464910529,0.2132736061631132,0.012654419765600068,0.589622916233443,0.18532630419857943,9,9,A_animal,1.0,ns
wake_rbp_alpha,3m,3,0.12260633582276154,0.009522658028177068,0.12017128719840398,0.007570690789019045,-0.09435736610239209,0.9296365245070707,9,9,A_animal,1.0,ns
wake_rbp_beta,3m,3,0.12392227683753448,0.015899960838341613,0.1108324015130814,0.013082017481014514,-0.2996905019954555,0.9296365245070707,9,9,A_animal,1.0,ns
wake_rbp_gamma,3m,3,0.06957829615763357,0.014992293441544638,0.060070631771661734,0.005558224718961449,-0.2803069466888381,1.0,9,9,A_animal,1.0,ns
wake_td_ratio,3m,3,0.6187496665296942,0.08588728705676323,0.5903483888498401,0.048701590052098044,-0.13560114904176912,0.859819205054158,9,9,A_animal,1.0,ns
wake_theta_alpha,3m,3,2.0702691808750395,0.10265763141809087,2.315841198090111,0.11259278648530312,0.7597688723288013,0.1333202155896274,9,9,A_animal,1.0,ns
wake_theta_beta,3m,3,2.796297327560304,0.3978142111749196,3.18002728882609,0.3729445232680601,0.3317340382669108,0.42677673653298365,9,9,A_animal,1.0,ns
wake_slow_fast,3m,3,133.20059369781742,116.07434492729898,229.24526535000612,137.8829226586915,0.25120361898277543,0.859819205054158,9,9,A_animal,1.0,ns
wake_high_freq_idx,3m,3,0.1935005729951681,0.029970359763275615,0.17090303328474318,0.014652256914815358,-0.31931892651479177,0.9296365245070707,9,9,A_animal,1.0,ns
wake_spectral_entropy,3m,3,0.7465873859289814,0.03948026559277645,0.7506619026426596,0.0241770431961211,0.04148932677941311,0.859819205054158,9,9,A_animal,1.0,ns
wake_ap_exp,3m,3,1.744487024264271,0.14909413361489318,1.744858355998118,0.07097384691703705,0.0010600889917468605,0.7910815129207817,9,9,A_animal,1.0,ns
wake_total_var,3m,3,0.9560129782986415,0.18426872266175862,1.3337757564209658,0.30874193412819895,0.49528256470875814,0.37722461666745344,9,9,A_animal,1.0,ns
wake_rms,3m,3,0.3890696153880708,0.06331528185550386,0.5741133133759101,0.10496618016604092,0.7115999164729365,0.1333202155896274,9,9,A_animal,1.0,ns
wake_p2p,3m,3,2.551085004397832,0.4199261212658752,3.388836048631844,0.4679897596516957,0.6280822957734139,0.11196135426374831,9,9,A_animal,1.0,ns
wake_zcr,3m,3,0.08284252946515452,0.010480780723360643,0.07137022711022567,0.004263065350948513,-0.47797430013610037,0.42677673653298365,9,9,A_animal,1.0,ns
wake_coeff_var,3m,3,18.225421287247585,5.558116803450521,20.598679664035107,7.2623334898367835,0.12233393389247553,1.0,9,9,A_animal,1.0,ns
wake_hjorth_mob,3m,3,0.28325022736914246,0.03469817371080304,0.2455084309772688,0.013626419834021445,-0.4772706754307948,0.42677673653298365,9,9,A_animal,1.0,ns
wake_hjorth_comp,3m,3,5.478605365917382,0.5648651331335354,5.705863348592229,0.4963892832267692,0.14246435266378027,0.859819205054158,9,9,A_animal,1.0,ns
wake_lzc,3m,3,0.05045592936301456,0.00033710595798221106,0.050620032716179555,0.0001607208276226943,0.20712555896929719,0.9296365245070707,9,9,A_animal,1.0,ns
nrem_bp_delta,3m,3,0.0026787376171027288,0.0010665428115923892,0.016063776503485498,0.010474681209453147,0.5992842082891338,0.21637300805763748,9,9,A_animal,1.0,ns
nrem_bp_theta,3m,3,0.0025886325581614203,0.0010431894432950618,0.013228848816394675,0.006339530667134098,0.7807020488355333,0.0933976745287926,9,9,A_animal,1.0,ns
nrem_bp_alpha,3m,3,0.0013151911034143323,0.0005202155258262146,0.0121140417953055,0.008528562701036616,0.5957841489627914,0.1333202155896274,9,9,A_animal,1.0,ns
nrem_bp_beta,3m,3,0.001107056376465423,0.0004923962844610813,0.01243448681381857,0.009546376644830436,0.5586111374828773,0.18532630419857943,9,9,A_animal,1.0,ns
nrem_bp_gamma,3m,3,0.0005435129762587527,0.0002614832968387267,0.005301268864405541,0.0036503524635432736,0.6128431873284695,0.1333202155896274,9,9,A_animal,1.0,ns
nrem_rbp_delta,3m,3,0.30937121690070224,0.03416878473421945,0.2914056261855553,0.019198770268943163,-0.21608553245033962,0.5364994693194564,9,9,A_animal,1.0,ns
nrem_rbp_theta,3m,3,0.2993099617606599,0.00934208481500414,0.33045814093087894,0.016923924070869605,0.7595711735538082,0.11196135426374831,9,9,A_animal,1.0,ns
nrem_rbp_alpha,3m,3,0.1687617641236999,0.00844083304607734,0.16541112368086033,0.007923010832644068,-0.13643753665881347,0.7910815129207817,9,9,A_animal,1.0,ns
nrem_rbp_beta,3m,3,0.15025008486948202,0.016567182530014248,0.14308740425957245,0.017433346729277238,-0.14039697915679172,0.9296365245070707,9,9,A_animal,1.0,ns
nrem_rbp_gamma,3m,3,0.07230697030827057,0.015184469405458067,0.06963770455308442,0.009373841527748485,-0.07051374323425284,1.0,9,9,A_animal,1.0,ns
nrem_td_ratio,3m,3,1.3409020792365356,0.24771824708210258,1.3620147176586856,0.12856794545946001,0.03566022837738171,0.25099827044292256,9,9,A_animal,1.0,ns
nrem_theta_alpha,3m,3,2.140421359604426,0.09228464941215514,2.426245011775519,0.12617056845848487,0.8619489973889629,0.04226010608395664,9,9,A_animal,1.0,*
nrem_theta_beta,3m,3,2.685959973019158,0.32740111900509955,3.1246953312346575,0.35908489527254556,0.42561567938147277,0.42677673653298365,9,9,A_animal,1.0,ns
nrem_slow_fast,3m,3,4.454303903522607,0.9639696831132037,3.917356912167587,0.390962587561196,-0.24332885139537103,0.859819205054158,9,9,A_animal,1.0,ns
nrem_high_freq_idx,3m,3,0.2225570551777526,0.030859369458727498,0.2127251088126569,0.02121594218185416,-0.12376409607061578,0.9296365245070707,9,9,A_animal,1.0,ns
nrem_spectral_entropy,3m,3,0.8701068970735236,0.02179296122604942,0.8691563438414174,0.016844364105234,-0.016268403567251948,1.0,9,9,A_animal,1.0,ns
nrem_ap_exp,3m,3,1.672677602989948,0.15050389590418972,1.6494126197064878,0.08892505695122982,-0.0627373673060018,0.859819205054158,9,9,A_animal,1.0,ns
nrem_total_var,3m,3,0.009379798728250796,0.0040665153504349455,0.06667653161729097,0.044447839150677064,0.6051498275108607,0.18532630419857943,9,9,A_animal,1.0,ns
nrem_rms,3m,3,0.09340695746101124,0.0179321400638766,0.2000167667350113,0.06023988285925788,0.7995950368865012,0.1333202155896274,9,9,A_animal,1.0,ns
nrem_p2p,3m,3,0.4888337864591852,0.1130973701393334,0.983343739864163,0.2438238237098077,0.8673146636974692,0.11196135426374831,9,9,A_animal,1.0,ns
nrem_zcr,3m,3,0.09510080630306211,0.009872998835080365,0.0828841011532851,0.00485188853588838,-0.5235096996879118,0.28931483238198774,9,9,A_animal,1.0,ns
nrem_coeff_var,3m,3,10.063329006079252,3.8099390447857044,10.567415174584669,5.168990307668265,0.03700584143909941,1.0,9,9,A_animal,1.0,ns
nrem_hjorth_mob,3m,3,0.304517284592975,0.03185245544502847,0.26942279558390186,0.01486625459058429,-0.47064824830518026,0.37722461666745344,9,9,A_animal,1.0,ns
nrem_hjorth_comp,3m,3,4.371092378132344,0.44331945343840445,4.193009563717522,0.1747664531944915,-0.17616947537822364,0.7239320396139757,9,9,A_animal,1.0,ns
nrem_lzc,3m,3,0.050073681172113055,0.00030172321957246996,0.05022616991065462,0.0001378570274838736,0.21667534327496504,0.7910815129207817,9,9,A_animal,1.0,ns
all_bp_delta,3m,3,0.275609109953573,0.045631189902124954,0.3801289760639779,0.0843124020207479,0.5139445268653874,0.42677673653298365,9,9,A_animal,1.0,ns
all_bp_theta,3m,3,0.06702964620838957,0.012385430233334396,0.10107670674795598,0.025076953635101984,0.5738519793794371,0.28931483238198774,9,9,A_animal,1.0,ns
all_bp_alpha,3m,3,0.03299340631133915,0.006560159680689085,0.05636435907007017,0.02058495333216361,0.509936257047233,0.5962416305866567,9,9,A_animal,1.0,ns
all_bp_beta,3m,3,0.03800738650345545,0.008055817287060037,0.06743938785704628,0.029918399862373355,0.4477920393665042,0.6588432549492806,9,9,A_animal,1.0,ns
all_bp_gamma,3m,3,0.02383993483551747,0.005547758629625359,0.035543806498825034,0.014246416107142688,0.3608765097071634,0.859819205054158,9,9,A_animal,1.0,ns
all_rbp_delta,3m,3,0.4216737928068048,0.038139512917753304,0.415076857089245,0.020379283363857355,-0.07191548793120793,0.859819205054158,9,9,A_animal,1.0,ns
all_rbp_theta,3m,3,0.23384493712718302,0.007942214809062285,0.2594605416057454,0.01408082854331903,0.7469444771665759,0.07738861114200664,9,9,A_animal,1.0,ns
all_rbp_alpha,3m,3,0.14007138808833236,0.008708902732601007,0.1378342416067918,0.007454862021735961,-0.09199356967471618,0.9296365245070707,9,9,A_animal,1.0,ns
all_rbp_beta,3m,3,0.13373429885723173,0.016114152838325714,0.12355527098828215,0.014376662921877656,-0.22219895708352325,1.0,9,9,A_animal,1.0,ns
all_rbp_gamma,3m,3,0.0706755810326863,0.01498052198815082,0.0640730827977245,0.007016188644683486,-0.1881524568730543,0.7910815129207817,9,9,A_animal,1.0,ns
all_td_ratio,3m,3,0.8831422454419169,0.13853830948915444,0.8931446421010804,0.07812294021096787,0.02964636154122845,0.37722461666745344,9,9,A_animal,1.0,ns
all_theta_alpha,3m,3,2.0929974461395986,0.09396341444568412,2.357401764833039,0.11181858025318968,0.8533775734781063,0.11196135426374831,9,9,A_animal,1.0,ns
all_theta_beta,3m,3,2.744431142152974,0.35233797752320567,3.147214013842162,0.35756226216234716,0.37824278467248773,0.47992869214595724,9,9,A_animal,1.0,ns
all_slow_fast,3m,3,78.81692137247364,66.5322804259274,129.62459684494422,76.0210473466205,0.2370831747290573,0.7239320396139757,9,9,A_animal,1.0,ns
all_high_freq_idx,3m,3,0.20440987988991807,0.03018077048938921,0.1876283537860067,0.016793556315923545,-0.22904600868536823,0.9296365245070707,9,9,A_animal,1.0,ns
all_spectral_entropy,3m,3,0.7942175226205639,0.031947562994914636,0.7980531446015707,0.02046440469936631,0.04765768694019682,0.859819205054158,9,9,A_animal,1.0,ns
all_ap_exp,3m,3,1.71657533206497,0.1481973025292441,1.7058967700502714,0.07727176102367501,-0.030119300733879684,1.0,9,9,A_animal,1.0,ns
all_total_var,3m,3,0.588166309988776,0.10980890173688546,0.8445910944245779,0.22048814605298206,0.4907450695645779,0.42677673653298365,9,9,A_animal,1.0,ns
all_rms,3m,3,0.2742276161387402,0.04358170321748928,0.42647664964012977,0.089746375151406,0.7193733418944823,0.1577043874630777,9,9,A_animal,1.0,ns
all_p2p,3m,3,1.7475371016579875,0.27801962907005445,2.4209100303915605,0.37346247551004663,0.6817900733008199,0.18532630419857943,9,9,A_animal,1.0,ns
all_zcr,3m,3,0.0875966384022835,0.010154826603482036,0.07627805715662707,0.004297212833306288,-0.48388587336244854,0.42677673653298365,9,9,A_animal,1.0,ns
all_coeff_var,3m,3,15.296188667612292,4.96399141019181,16.679411602263038,6.102755186433218,0.0828884116613568,0.859819205054158,9,9,A_animal,1.0,ns
all_hjorth_mob,3m,3,0.2914898137799038,0.03334455534420911,0.25600373278800004,0.01366441241259271,-0.4642139317032805,0.42677673653298365,9,9,A_animal,1.0,ns
all_hjorth_comp,3m,3,5.054400967448206,0.5100044131136222,5.1011318119666695,0.34703970397703365,0.035710556026707065,0.9296365245070707,9,9,A_animal,1.0,ns
all_lzc,3m,3,0.050307794729191745,0.0003218147220355086,0.050462184725130296,0.0001477244562259748,0.20551700529593483,0.9296365245070707,9,9,A_animal,1.0,ns
wake_bp_delta,4m,4,0.4964591161635683,0.2840725094997921,0.5975803516186593,0.3148527791134541,0.11922901261284573,0.5053613053613053,8,8,A_animal,1.0,ns
wake_bp_theta,4m,4,0.06796053107622425,0.0413343760709544,0.18191120430145072,0.11529483100622688,0.4651795221245436,0.23449883449883446,8,8,A_animal,1.0,ns
wake_bp_alpha,4m,4,0.033879207235775886,0.020754900493101167,0.11935627870296159,0.08658868416390943,0.4799851371171196,0.2786324786324786,8,8,A_animal,1.0,ns
wake_bp_beta,4m,4,0.03577488414661101,0.021432760658584418,0.2284937660820079,0.16574137872820408,0.5765834382210322,0.19487179487179485,8,8,A_animal,1.0,ns
wake_bp_gamma,4m,4,0.04117403102925621,0.029829125309081307,0.13075695274375518,0.10991441568646906,0.3932866838581229,0.5053613053613053,8,8,A_animal,1.0,ns
wake_rbp_delta,4m,4,0.5943935764722519,0.044635830514508534,0.4984481430330928,0.03693983831932978,-0.8279889221555492,0.13038073038073036,8,8,A_animal,1.0,ns
wake_rbp_theta,4m,4,0.14049871470219852,0.012728327375976074,0.18996785369575958,0.016660778515031244,1.1797215787199373,0.06495726495726495,8,8,A_animal,1.0,ns
wake_rbp_alpha,4m,4,0.06680817037137264,0.004768188781386366,0.09172891734923966,0.009265563212228196,1.1957586213117175,0.020668220668220667,8,8,A_animal,1.0,*
wake_rbp_beta,4m,4,0.08068299366345644,0.006902707959982894,0.13583381274901687,0.02212608902356002,1.1897327997832756,0.010411810411810413,8,8,A_animal,1.0,*
wake_rbp_gamma,4m,4,0.11761645681280425,0.03813668604546793,0.08402124725176581,0.012903176367419337,-0.417224120064387,0.959129759129759,8,8,A_animal,1.0,ns
wake_td_ratio,4m,4,0.3537294480565226,0.048147898105049575,0.6161979744621926,0.08400815063906199,1.3553390317111187,0.037917637917637914,8,8,A_animal,1.0,*
wake_theta_alpha,4m,4,2.7245460868993057,0.21966621397145547,2.642004735891808,0.1791209363779419,-0.14560700569987767,0.7984459984459983,8,8,A_animal,1.0,ns
wake_theta_beta,4m,4,3.0725143119775478,0.3334654435161168,2.826734640352094,0.4076625950312661,-0.23333083461343948,0.5053613053613053,8,8,A_animal,1.0,ns
wake_slow_fast,4m,4,221.88103046948976,169.74711729861272,174.26191362916364,156.75150672352527,-0.1030483956302737,0.1605283605283605,8,8,A_animal,1.0,ns
wake_high_freq_idx,4m,4,0.19829945047626074,0.041605589757084754,0.21985506000078273,0.029878171906636164,0.2104121036766478,0.4418026418026417,8,8,A_animal,1.0,ns
wake_spectral_entropy,4m,4,0.6434636781118617,0.03256761556258366,0.7193624792468831,0.04306786637712238,0.7028280540616494,0.13038073038073036,8,8,A_animal,1.0,ns
wake_ap_exp,4m,4,1.6546769783621946,0.11428381559431745,1.6721737542114574,0.11753685182397171,0.053363969027154214,0.5737373737373737,8,8,A_animal,1.0,ns
wake_total_var,4m,4,1.2711567908654504,0.6925751567704096,1.630472767249583,1.0277337610187702,0.14496577500060245,0.959129759129759,8,8,A_animal,1.0,ns
wake_rms,4m,4,0.621063190275902,0.2695679356984112,0.706811488141484,0.3483129625320096,0.09734355284823362,0.959129759129759,8,8,A_animal,1.0,ns
wake_p2p,4m,4,2.0690985084344784,0.6032051696592166,3.287508195234511,1.1993022557817206,0.45379946354591966,0.32820512820512815,8,8,A_animal,1.0,ns
wake_zcr,4m,4,0.1278660788049134,0.03501803967083399,0.08635239263840747,0.011918889313191855,-0.5611345124998286,0.5053613053613053,8,8,A_animal,1.0,ns
wake_coeff_var,4m,4,73.86334084141653,39.617252605632146,87.10047940788074,20.717420789007644,0.1480424146159421,0.23449883449883446,8,8,A_animal,1.0,ns
wake_hjorth_mob,4m,4,0.3946713501990639,0.08325095605147094,0.29522718127516906,0.03572917753807334,-0.5488444575976427,0.5053613053613053,8,8,A_animal,1.0,ns
wake_hjorth_comp,4m,4,6.453728152585692,1.1755093010367452,5.3380997666245715,0.7509366971117342,-0.39989731799099626,0.7209013209013208,8,8,A_animal,1.0,ns
wake_lzc,4m,4,0.05063154810158929,0.00047203456612257447,0.05037409385162139,0.0002687709754737149,-0.2369739312094554,0.3822843822843822,8,8,A_animal,1.0,ns
nrem_bp_delta,4m,4,0.06209477616629214,0.05899351762050967,0.09302036081033281,0.07052742581379608,0.1681696947800767,0.19487179487179485,8,8,A_animal,1.0,ns
nrem_bp_theta,4m,4,0.02197377101861527,0.020049061494321584,0.05513278298539756,0.041624861092168765,0.358850824523497,0.19487179487179485,8,8,A_animal,1.0,ns
nrem_bp_alpha,4m,4,0.009502096509148864,0.008724271895033322,0.031107794858826657,0.025592720873087532,0.39953039956605424,0.1605283605283605,8,8,A_animal,1.0,ns
nrem_bp_beta,4m,4,0.008444703464747672,0.007520730417469161,0.07441338988526763,0.05926709390004386,0.5521097935507198,0.19487179487179485,8,8,A_animal,1.0,ns
nrem_bp_gamma,4m,4,0.007988354093425002,0.006373309189522727,0.02933249128492293,0.026690441538919096,0.38891211872177567,0.32820512820512815,8,8,A_animal,1.0,ns
nrem_rbp_delta,4m,4,0.42556932406279924,0.039593243744530986,0.3268217130305505,0.026325710167115258,-1.0384323507784883,0.06495726495726495,8,8,A_animal,1.0,ns
nrem_rbp_theta,4m,4,0.2320721775021015,0.01564591955504665,0.2897980444410192,0.017405075543818753,1.2332656005753413,0.037917637917637914,8,8,A_animal,1.0,*
nrem_rbp_alpha,4m,4,0.09548698712237015,0.005358960095248845,0.11827962557692559,0.006610497767776637,1.3391951392448769,0.014763014763014764,8,8,A_animal,1.0,*
nrem_rbp_beta,4m,4,0.10597776330099977,0.005721819644334076,0.16668752386001806,0.024066611130831177,1.2270824438495096,0.0018648018648018648,8,8,A_animal,0.8391608391608392,**
nrem_rbp_gamma,4m,4,0.1408936158793347,0.040667095286176735,0.09841307696613491,0.014918812386686698,-0.4903421247350442,0.7209013209013208,8,8,A_animal,1.0,ns
nrem_td_ratio,4m,4,0.69834747873744,0.07735813909799842,1.233578466636188,0.12322013484906355,1.8394019414455518,0.004662004662004662,8,8,A_animal,1.0,**
nrem_theta_alpha,4m,4,2.9572555961100484,0.25956827701991775,3.0230354967526725,0.15227100929677465,0.10929237247556069,0.5053613053613053,8,8,A_animal,1.0,ns
nrem_theta_beta,4m,4,3.118808043337411,0.4471701284916634,2.91330340431509,0.2980464850273051,-0.19120464134599544,1.0,8,8,A_animal,1.0,ns
nrem_slow_fast,4m,4,5.318925097176783,1.1472911589188592,4.646064268816769,1.016455022494222,-0.21948832505355353,0.5053613053613053,8,8,A_animal,1.0,ns
nrem_high_freq_idx,4m,4,0.24687137918033447,0.043419500347862246,0.26510060082615305,0.03124148353485362,0.1703953337764022,0.3822843822843822,8,8,A_animal,1.0,ns
nrem_spectral_entropy,4m,4,0.8039228706326893,0.017799852432133566,0.8376616826237648,0.021449951685888417,0.6052118065941947,0.2786324786324786,8,8,A_animal,1.0,ns
nrem_ap_exp,4m,4,1.5762405027398572,0.11734413418212271,1.5271126292288035,0.0998438588512344,-0.15943066755220056,0.5053613053613053,8,8,A_animal,1.0,ns
nrem_total_var,4m,4,0.16719287322648352,0.15765220835551358,0.3292205525061878,0.265108374985524,0.2626547411028497,0.19487179487179485,8,8,A_animal,1.0,ns
nrem_rms,4m,4,0.3422730797600931,0.22056777663105634,0.40523820532499355,0.2425600400933257,0.09602738511230932,0.7209013209013208,8,8,A_animal,1.0,ns
nrem_p2p,4m,4,0.9776255643832913,0.43600089850120954,1.7976402650444026,0.7914726025919815,0.4537396406249813,0.32820512820512815,8,8,A_animal,1.0,ns
nrem_zcr,4m,4,0.158079798958737,0.04501971150763619,0.09690980755150351,0.01115427870638826,-0.659430147514483,0.2786324786324786,8,8,A_animal,1.0,ns
nrem_coeff_var,4m,4,64.44204998449587,33.03089952356832,81.73000156261983,36.641733788717566,0.1752200739902921,0.5737373737373737,8,8,A_animal,1.0,ns
nrem_hjorth_mob,4m,4,0.46509515152474395,0.11217425425034976,0.31599154408615016,0.03258415828105651,-0.6382263284122226,0.4418026418026417,8,8,A_animal,1.0,ns
nrem_hjorth_comp,4m,4,3.758734947982573,0.6247230495681885,4.070302654213707,0.435011261870488,0.20464003088589872,0.7209013209013208,8,8,A_animal,1.0,ns
nrem_lzc,4m,4,0.050053209541403854,0.0005335632995946591,0.04998313536332528,0.00026774351811295323,-0.05868921823701273,0.6453768453768453,8,8,A_animal,1.0,ns
all_bp_delta,4m,4,0.3488136229201292,0.21420484713486998,0.4442696863099238,0.2462861984625178,0.1462230837846714,0.6453768453768453,8,8,A_animal,1.0,ns
all_bp_theta,4m,4,0.05184300078350381,0.03427861922845299,0.14281190389142737,0.09305350274171541,0.4586678960826746,0.23449883449883446,8,8,A_animal,1.0,ns
all_bp_alpha,4m,4,0.025490810967289446,0.016856441206300206,0.09282461687025695,0.06853448299591575,0.47702361917739067,0.23449883449883446,8,8,A_animal,1.0,ns
all_bp_beta,4m,4,0.026439665092933645,0.01697132091129257,0.18250388244239307,0.13446431522241545,0.5757505938461652,0.1605283605283605,8,8,A_animal,1.0,ns
all_bp_gamma,4m,4,0.03030497700789029,0.022560675583070584,0.10029148068713038,0.08489544946964037,0.3983657210804504,0.4418026418026417,8,8,A_animal,1.0,ns
all_rbp_delta,4m,4,0.5303411985465648,0.041526424675665745,0.43972084123818145,0.03289511082326834,-0.855284798530948,0.13038073038073036,8,8,A_animal,1.0,ns
all_rbp_theta,4m,4,0.17490954720739027,0.012842509074674678,0.22415830922258845,0.016781549305613975,1.1652793518503763,0.08298368298368297,8,8,A_animal,1.0,ns
all_rbp_alpha,4m,4,0.07762727210750192,0.004467031843813089,0.10067872310369934,0.008323962225690894,1.220061745956556,0.028127428127428127,8,8,A_animal,1.0,*
all_rbp_beta,4m,4,0.09046423075433796,0.006086785606723943,0.14598465638774996,0.02218712353134309,1.2066038083100736,0.006993006993006993,8,8,A_animal,1.0,**
all_rbp_gamma,4m,4,0.126657641282114,0.039203952188080565,0.08945744563542249,0.01346334233499067,-0.44872154283817667,0.7984459984459983,8,8,A_animal,1.0,ns
all_td_ratio,4m,4,0.4814857876481626,0.055661698118664796,0.8283573106563656,0.09093906806464976,1.6266494417524988,0.014763014763014764,8,8,A_animal,1.0,*
all_theta_alpha,4m,4,2.8041420957747887,0.23390274234491001,2.771951973376383,0.1583819441696243,-0.056977565133686604,0.8784770784770783,8,8,A_animal,1.0,ns
all_theta_beta,4m,4,3.0609545849674413,0.35416095676825776,2.848567101000512,0.3605617263843743,-0.21011591152369088,0.7209013209013208,8,8,A_animal,1.0,ns
all_slow_fast,4m,4,133.9606730902829,99.63462889052163,105.24937997064792,91.98215488575049,-0.10586640216848289,0.19487179487179485,8,8,A_animal,1.0,ns
all_high_freq_idx,4m,4,0.21712187203645203,0.04224715835559342,0.23544210202317248,0.02963710753602858,0.1775009247211097,0.4418026418026417,8,8,A_animal,1.0,ns
all_spectral_entropy,4m,4,0.7055847325083422,0.024039122516458223,0.7597168591958485,0.03595425342466427,0.6258007048002402,0.32820512820512815,8,8,A_animal,1.0,ns
all_ap_exp,4m,4,1.6217907240323588,0.11477006587697056,1.6194054360175927,0.11047166823427351,-0.007486828752022623,0.6453768453768453,8,8,A_animal,1.0,ns
all_total_var,4m,4,0.8898871027191544,0.5233938307106824,1.2327844490225854,0.8047353517225078,0.178598173141344,0.7984459984459983,8,8,A_animal,1.0,ns
all_rms,4m,4,0.515598576006044,0.2508749181047692,0.6088611273101647,0.31535641430811967,0.11571788126898537,0.959129759129759,8,8,A_animal,1.0,ns
all_p2p,4m,4,1.6642211154193784,0.542837331092952,2.783579830270552,1.0684622388624607,0.4670024289679891,0.5053613053613053,8,8,A_animal,1.0,ns
all_zcr,4m,4,0.14073449335630772,0.03970673154481971,0.09039103572432444,0.011897304116030991,-0.6072673445495554,0.32820512820512815,8,8,A_animal,1.0,ns
all_coeff_var,4m,4,70.53051489581524,36.98484535400137,85.29839262822126,25.840286044312638,0.16365977883895602,0.32820512820512815,8,8,A_animal,1.0,ns
all_hjorth_mob,4m,4,0.42495494430331204,0.09642042013733529,0.30382221739437404,0.035177837881503804,-0.5901019573385222,0.4418026418026417,8,8,A_animal,1.0,ns
all_hjorth_comp,4m,4,5.39980988415469,0.8990854675801574,4.905561804293006,0.6425225866061285,-0.22362656037712433,0.7984459984459983,8,8,A_animal,1.0,ns
